,loss,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
57,29.4289656892,0.0327600864594,0.00736227600931,28.8902558845,0.0310506902125,0.00698118766513
58,29.0553771459,0.032541919007,0.00728387395851,30.1839948757,0.0340768155679,0.00748668070998
59,29.2497948422,0.0326003642387,0.00730876739114,28.743688141,0.0311548782069,0.00684239022254
60,29.2419828934,0.0325573248913,0.00729116486237,29.3169141021,0.0318284687839,0.00700744861117
61,28.998756273,0.0321906721366,0.00718432942522,28.8491320562,0.0323369068342,0.00707757571898
62,28.8123977483,0.032124249319,0.00718869424524,28.8775503265,0.0320281739207,0.00701098693475
63,28.6175673122,0.0319710563113,0.00713626232465,28.2519303657,0.0313130412486,0.00715048230853
64,28.5631224428,0.0319685940855,0.00717367257368,28.2704180868,0.0314855709327,0.00707526479078
65,28.6242743628,0.03207441876,0.00718578946338,29.4512835739,0.0320891826417,0.00716753526419
66,28.6208821343,0.0319903855158,0.00715235761287,27.9752356097,0.0314851290055,0.00693018666151
67,28.3570722433,0.0317484906038,0.00708639966734,28.2938157467,0.0307082282194,0.00705577497774
68,28.4972358864,0.0318658965989,0.00712850080364,28.4118159423,0.0324988878228,0.00714217862328
69,28.4912666251,0.0318852134804,0.00712926893867,28.0996905143,0.0317548313419,0.00701041843196
70,28.2477898002,0.0317212129846,0.00708366184602,27.8847079159,0.0301754064821,0.00678628833783
71,28.2845669151,0.0317579209234,0.00712238410508,27.9500810961,0.0313286217396,0.00709028249776
72,28.2036590143,0.0317056480537,0.0071167026514,27.5104355303,0.0309497704384,0.00682082122777
73,28.0741144539,0.0315900083065,0.00707907614321,27.9086316719,0.0318510893309,0.00731518639335
74,28.0508522307,0.031631222641,0.00710987062584,28.1804434299,0.0314607084154,0.00711496735742
75,28.2102134473,0.0316908322308,0.00711573785423,27.7760471821,0.0310623998555,0.00701743096206
76,28.1259235046,0.0315403642158,0.00706803658316,27.7854396523,0.0314088248961,0.00697876799222
77,27.9199694303,0.0314261652756,0.0070104686892,27.7482320883,0.0301854167702,0.0068885932102
78,27.8605137636,0.0312761409244,0.00697505228306,26.719661817,0.0300868273828,0.00661588788357
79,27.7864851024,0.0312879478404,0.00698162490638,26.8982695085,0.0302927637818,0.00687104438349
80,27.76630305,0.0312382558846,0.00697905161527,27.5932632213,0.0307446912824,0.00689438878659
81,27.441241418,0.0310447729907,0.00692710791188,28.3324251999,0.032255920716,0.00721877712303
82,27.5478172483,0.0310798086587,0.00692291309536,27.268552159,0.0309721647632,0.00685719583874
83,27.3690739812,0.0308772977857,0.00684126870042,27.5892204473,0.031513160212,0.00706917164583
84,27.5651409915,0.0311029631912,0.00693489626664,27.1253615244,0.0307478759775,0.0067327759459
85,27.5095406042,0.0309869774411,0.0068971972811,27.1261721814,0.03030989267,0.00664750098345
86,27.4701211476,0.0309608366072,0.00689688889613,27.6266603273,0.0308631825599,0.00675756661692
87,27.3659003736,0.0309216516588,0.006877976837,27.1400698105,0.0312195689828,0.00693524670822
88,27.3343224026,0.0309119024417,0.00689660892933,26.8891280032,0.0306898075164,0.00654917082393
89,27.2508394833,0.0306992758539,0.00681106404105,27.4745263283,0.0310288383999,0.00673024822244
90,27.2867815327,0.0307445122593,0.00680138827094,27.0197788579,0.0308920214727,0.00680659227344
91,27.2380008016,0.0307870107057,0.00682779138327,26.4015395179,0.0291363170723,0.00650002404369
92,27.3101903638,0.0307863066352,0.00681933938117,27.2799345053,0.0305289195729,0.0067407095022
93,27.228036467,0.0306020642612,0.00675514660291,27.2971421527,0.0305816540031,0.00683510059502
94,27.3759705847,0.0307978659921,0.0068269352471,27.1493557736,0.0301556393974,0.00649415673825
95,27.1887956591,0.0305975125582,0.00677096794478,27.0836759025,0.0303588105892,0.00676919140242
96,27.2411054989,0.0306599996666,0.00677780922902,26.8083372892,0.0296870748006,0.00648700988524
97,27.1494269247,0.0305965041787,0.00677493329624,28.5816529468,0.0333116842164,0.00754990716474
98,27.0277318682,0.0305962238393,0.00677591355137,27.2857098425,0.0307613321345,0.00670528257555
99,27.2714932925,0.0306906430958,0.00677174217157,27.1432500937,0.0311596940486,0.0068320688528
